      12.083      15.693      30.169      42.959      50.997      66.941      43.353      45.756      34.640      29.847      17.838      13.259
       2.282       4.084       7.109       8.100       9.134      15.296       8.379      11.925       6.940       6.455       3.883       2.556
      -0.561      -0.549       0.650       2.509       2.331       8.559       3.202       2.560       3.320       1.165      -0.939      -0.800
      -1.120      -0.785       0.156       0.661       0.113       2.268       0.572       0.623      -0.199      -0.415      -1.348      -0.902
      -1.166      -0.992       0.318       1.376       0.691       2.709       2.703       2.177       0.137      -0.584      -1.578      -1.021
       0.578       1.057       2.184       3.790       4.082       9.446       5.991       5.918       2.218       2.435       0.855       0.356
      -0.911      -0.711       0.651       2.106       2.560       6.804       2.085       4.870       0.828      -0.417      -0.367      -1.065
      12.253      17.716      35.985      54.940      64.546      71.183      43.956      42.655      39.246      29.404      16.917      13.069
       3.367       5.531      12.832      17.805      21.276      34.055      18.908      22.161      18.025      14.355       7.787       4.390
       1.882       1.240      13.272      13.890      25.428      24.030      16.579      15.438      12.048       5.614       4.673       3.646
       5.561       9.047      13.316      19.299      20.760      24.635      12.740      18.809      11.857      13.088       8.205       6.663
      -0.717      -0.291       1.498       3.991       5.260      13.409       2.929       6.600       1.853       2.369       1.129      -0.226
       0.689       2.665       3.445       6.976       6.969      19.830       8.708      16.071       4.561       3.650       0.253      -0.051
       0.831       2.810       6.030      13.913      12.515      23.237      12.475      17.472       9.110      13.194       5.014       6.471
       4.719       7.946      22.651      25.234      29.965      50.024      23.716      28.651      31.477      20.815       7.267       5.657
       9.082      14.271      30.960      46.209      41.884      53.717      25.111      35.143      27.045      22.289      11.853      10.031
      13.647      16.765      36.062      50.765      57.336      76.030      37.249      39.542      43.635      31.912      17.887      11.495
       8.567      13.568      19.478      30.489      32.682      46.228      21.209      31.113      20.789      26.411      15.536      10.871
      -0.456       0.151       2.090       4.967       4.423      11.775       5.720       9.677       2.298       1.360      -0.260      -0.563
      -1.209      -0.295       0.555       2.125       1.086       8.581       3.455       3.450       0.974       0.152      -1.590      -1.057
       7.281      11.754      23.181      40.819      46.744      52.568      26.736      28.815      19.260      19.507      11.365       7.938
       0.070       0.055       3.973       3.855       6.438      10.724       4.716       7.820       2.225       2.392       0.791      -0.439
      -0.795       0.162       2.205       3.327       6.770      13.922       2.652       5.829       2.378       1.529      -0.367      -0.408
      -0.640       0.191       1.318       2.496       2.258       8.403       3.937       5.987       1.436       1.382      -0.411      -0.423
      -0.298       1.470       2.246       5.806       4.992      15.008       5.661       6.900       2.845       2.603       0.415      -0.208
       0.246       2.882       7.439       7.604       6.082      17.422       7.235      12.698       4.246       7.342       3.969       2.036
       2.105       5.966      14.391      13.475      27.452      25.167      13.514      20.959       8.308      16.711       4.279       4.424
      14.570      18.575      39.088      62.648      70.785      81.594      50.002      50.613      40.030      32.999      19.803      15.664
      15.841      22.258      42.555      71.681      84.513      91.321      59.192      58.657      52.873      37.619      22.998      17.705
       9.057      13.413      28.013      39.800      29.207      42.125      23.424      29.944      23.931      22.798      13.067      10.573
      -1.465      -1.077      -0.447      -0.088      -0.776      -0.198      -0.698      -1.016      -0.847      -1.941      -2.023      -1.316
